candidate,op,tier,a,b,result,operand_digit_tier_a,operand_digit_tier_b,result_digit_tier,active_columns,carry_count,borrow_count,borrow_chain_length,operand_closeness,c_over_d_ratio
C12,sub,4,9892,2194,7698,4,4,4,4,,2,2,0.2218,3.5087
C12,sub,2,67,20,47,2,2,2,2,,0,0,0.2985,2.35
C12,sub,4,5347,2882,2465,4,4,4,4,,2,2,0.539,0.8553
C12,sub,4,6083,2963,3120,4,4,4,4,,1,1,0.4871,1.053
C12,add,3,621,875,1496,3,3,4,3,1,,,0.7097,0.7097
C12,add,4,1756,8163,9919,4,4,4,4,1,,,0.2151,0.2151
C12,sub,4,8469,1737,6732,4,4,4,4,,1,1,0.2051,3.8756
C12,sub,4,7071,1234,5837,4,4,4,4,,2,2,0.1745,4.7301
C12,add,2,94,23,117,2,2,3,2,1,,,0.2447,4.087
C12,add,3,433,305,738,3,3,3,3,0,,,0.7044,1.4197
C12,add,3,287,846,1133,3,3,4,3,3,,,0.3392,0.3392
C12,add,2,74,60,134,2,2,3,2,1,,,0.8108,1.2333
C12,sub,4,9059,2852,6207,4,4,4,4,,1,1,0.3148,2.1764
C12,add,2,82,71,153,2,2,3,2,1,,,0.8659,1.1549
C12,sub,4,9996,9921,75,4,4,2,4,,0,0,0.9925,0.0076
C12,sub,2,54,26,28,2,2,2,2,,1,1,0.4815,1.0769
C12,add,4,4319,2693,7012,4,4,4,4,3,,,0.6235,1.6038
C12,add,2,84,79,163,2,2,3,2,2,,,0.9405,1.0633
C12,sub,3,657,145,512,3,3,3,3,,0,0,0.2207,3.531
C12,sub,3,586,139,447,3,3,3,3,,1,1,0.2372,3.2158
C12,sub,4,7973,3593,4380,4,4,4,4,,1,1,0.4506,1.219
C12,sub,4,7757,2218,5539,4,4,4,4,,1,1,0.2859,2.4973
C12,sub,2,97,44,53,2,2,2,2,,0,0,0.4536,1.2045
C12,add,4,5878,3005,8883,4,4,4,4,1,,,0.5112,1.9561
C12,add,3,504,742,1246,3,3,4,3,1,,,0.6792,0.6792
C12,sub,4,3769,2344,1425,4,4,4,4,,0,0,0.6219,0.6079
C12,add,3,851,290,1141,3,3,4,3,2,,,0.3408,2.9345
C12,sub,4,9297,7098,2199,4,4,4,4,,2,2,0.7635,0.3098
C12,add,2,26,10,36,2,2,2,2,0,,,0.3846,2.6
C12,add,2,35,52,87,2,2,2,2,0,,,0.6731,0.6731
C12,sub,4,7879,6514,1365,4,4,4,4,,0,0,0.8268,0.2095
C12,sub,3,212,178,34,3,3,2,3,,2,2,0.8396,0.191
C12,sub,4,9827,4938,4889,4,4,4,4,,3,3,0.5025,0.9901
C12,add,4,1707,3304,5011,4,4,4,4,2,,,0.5166,0.5166
C12,sub,3,993,729,264,3,3,3,3,,1,1,0.7341,0.3621
C12,sub,3,905,526,379,3,3,3,3,,2,2,0.5812,0.7205
C12,sub,4,5692,5352,340,4,4,3,4,,0,0,0.9403,0.0635
C12,add,2,38,37,75,2,2,2,2,1,,,0.9737,1.027
C12,sub,4,9910,8614,1296,4,4,4,4,,2,2,0.8692,0.1505
C12,sub,3,624,542,82,3,3,2,3,,1,1,0.8686,0.1513
C12,sub,2,70,53,17,2,2,2,2,,1,1,0.7571,0.3208
C12,sub,3,696,372,324,3,3,3,3,,0,0,0.5345,0.871
C12,sub,2,95,29,66,2,2,2,2,,1,1,0.3053,2.2759
C12,sub,2,80,24,56,2,2,2,2,,1,1,0.3,2.3333
C12,add,4,1545,4315,5860,4,4,4,4,1,,,0.3581,0.3581
C12,sub,4,9493,3293,6200,4,4,4,4,,0,0,0.3469,1.8828
C12,add,3,659,717,1376,3,3,4,3,2,,,0.9191,0.9191
C12,add,2,29,87,116,2,2,3,2,2,,,0.3333,0.3333
C12,sub,4,6577,6363,214,4,4,3,4,,0,0,0.9675,0.0336
C12,sub,2,74,49,25,2,2,2,2,,1,1,0.6622,0.5102
C12,add,3,119,794,913,3,3,3,3,2,,,0.1499,0.1499
C12,sub,2,81,58,23,2,2,2,2,,1,1,0.716,0.3966
C12,sub,4,1857,1285,572,4,4,3,4,,1,1,0.692,0.4451
C12,sub,3,879,609,270,3,3,3,3,,0,0,0.6928,0.4433
C12,add,4,2405,4386,6791,4,4,4,4,1,,,0.5483,0.5483
C12,sub,4,9432,8507,925,4,4,3,4,,2,2,0.9019,0.1087
C12,add,3,577,894,1471,3,3,4,3,3,,,0.6454,0.6454
C12,add,2,68,37,105,2,2,3,2,2,,,0.5441,1.8378
C12,sub,2,69,35,34,2,2,2,2,,0,0,0.5072,0.9714
C12,add,3,213,587,800,3,3,3,3,2,,,0.3629,0.3629
C12,add,2,39,91,130,2,2,3,2,2,,,0.4286,0.4286
C12,add,2,33,33,66,2,2,2,2,0,,,1.0,1.0
C12,sub,4,8984,2572,6412,4,4,4,4,,0,0,0.2863,2.493
C12,sub,4,5474,4655,819,4,4,3,4,,2,2,0.8504,0.1759
C12,add,2,34,96,130,2,2,3,2,2,,,0.3542,0.3542
C12,add,4,1380,6420,7800,4,4,4,4,1,,,0.215,0.215
C12,sub,4,4565,2190,2375,4,4,4,4,,1,1,0.4797,1.0845
C12,sub,4,9039,8615,424,4,4,3,4,,1,1,0.9531,0.0492
C12,add,3,471,112,583,3,3,3,3,0,,,0.2378,4.2054
C12,sub,3,667,366,301,3,3,3,3,,0,0,0.5487,0.8224
C12,sub,2,82,61,21,2,2,2,2,,0,0,0.7439,0.3443
C12,sub,3,237,223,14,3,3,2,3,,0,0,0.9409,0.0628
C12,add,4,2094,4227,6321,4,4,4,4,2,,,0.4954,0.4954
C12,add,4,2680,3920,6600,4,4,4,4,2,,,0.6837,0.6837
C12,sub,4,5781,2055,3726,4,4,4,4,,1,1,0.3555,1.8131
C12,sub,4,9222,3347,5875,4,4,4,4,,3,3,0.3629,1.7553
C12,sub,4,5274,1855,3419,4,4,4,4,,2,2,0.3517,1.8431
C12,add,3,628,665,1293,3,3,4,3,2,,,0.9444,0.9444
C12,sub,3,689,518,171,3,3,3,3,,0,0,0.7518,0.3301
C12,sub,4,5444,4788,656,4,4,3,4,,3,3,0.8795,0.137
C12,sub,2,74,50,24,2,2,2,2,,0,0,0.6757,0.48
C12,sub,2,41,21,20,2,2,2,2,,0,0,0.5122,0.9524
C12,sub,2,83,40,43,2,2,2,2,,0,0,0.4819,1.075
C12,sub,3,643,138,505,3,3,3,3,,1,1,0.2146,3.6594
C12,add,3,812,698,1510,3,3,4,3,3,,,0.8596,1.1633
C12,add,4,1728,6807,8535,4,4,4,4,2,,,0.2539,0.2539
C12,add,3,443,185,628,3,3,3,3,1,,,0.4176,2.3946
C12,sub,3,464,208,256,3,3,3,3,,1,1,0.4483,1.2308
C12,add,3,888,113,1001,3,3,4,3,3,,,0.1273,7.8584
C12,sub,3,983,361,622,3,3,3,3,,0,0,0.3672,1.723
C12,sub,4,8970,6196,2774,4,4,4,4,,2,2,0.6907,0.4477
C12,sub,3,763,557,206,3,3,3,3,,1,1,0.73,0.3698
C12,sub,3,548,357,191,3,3,3,3,,1,1,0.6515,0.535
C12,sub,4,8509,4595,3914,4,4,4,4,,2,2,0.54,0.8518
C12,sub,3,734,254,480,3,3,3,3,,1,1,0.346,1.8898
C12,add,2,15,10,25,2,2,2,2,0,,,0.6667,1.5
C12,add,3,190,428,618,3,3,3,3,1,,,0.4439,0.4439
C12,add,4,4515,3176,7691,4,4,4,4,1,,,0.7034,1.4216
C12,add,3,516,393,909,3,3,3,3,1,,,0.7616,1.313
C12,add,3,414,770,1184,3,3,4,3,1,,,0.5377,0.5377
C12,sub,2,73,36,37,2,2,2,2,,1,1,0.4932,1.0278
C12,sub,2,70,17,53,2,2,2,2,,1,1,0.2429,3.1176
C12,sub,4,5261,1391,3870,4,4,4,4,,2,2,0.2644,2.7822
C12,sub,3,680,322,358,3,3,3,3,,1,1,0.4735,1.1118
C12,sub,4,5075,2318,2757,4,4,4,4,,2,2,0.4567,1.1894
C12,add,3,324,654,978,3,3,3,3,0,,,0.4954,0.4954
C12,sub,4,2787,1335,1452,4,4,4,4,,0,0,0.479,1.0876
C12,add,3,337,953,1290,3,3,4,3,2,,,0.3536,0.3536
C12,sub,4,7665,4315,3350,4,4,4,4,,0,0,0.5629,0.7764
C12,sub,3,613,235,378,3,3,3,3,,2,2,0.3834,1.6085
C12,add,3,441,813,1254,3,3,4,3,1,,,0.5424,0.5424
C12,add,3,988,239,1227,3,3,4,3,3,,,0.2419,4.1339
C12,sub,3,784,505,279,3,3,3,3,,1,1,0.6441,0.5525
C12,sub,3,577,348,229,3,3,3,3,,1,1,0.6031,0.658
C12,sub,2,72,17,55,2,2,2,2,,1,1,0.2361,3.2353
C12,sub,2,63,26,37,2,2,2,2,,1,1,0.4127,1.4231
C12,sub,3,517,262,255,3,3,3,3,,1,1,0.5068,0.9733
C12,sub,3,273,252,21,3,3,2,3,,0,0,0.9231,0.0833
C12,add,3,600,203,803,3,3,3,3,0,,,0.3383,2.9557
C12,sub,4,1610,1089,521,4,4,3,4,,2,2,0.6764,0.4784
C12,add,3,392,542,934,3,3,3,3,1,,,0.7232,0.7232
C12,add,2,63,60,123,2,2,3,2,1,,,0.9524,1.05
C12,add,4,6616,2476,9092,4,4,4,4,2,,,0.3742,2.6721
C12,add,3,382,708,1090,3,3,4,3,2,,,0.5395,0.5395
C12,add,2,22,75,97,2,2,2,2,0,,,0.2933,0.2933
C12,sub,4,6841,2607,4234,4,4,4,4,,1,1,0.3811,1.6241
C12,sub,4,9622,3869,5753,4,4,4,4,,3,3,0.4021,1.4869
C12,sub,4,8897,2294,6603,4,4,4,4,,0,0,0.2578,2.8784
C12,sub,3,655,318,337,3,3,3,3,,1,1,0.4855,1.0597
C12,add,3,782,780,1562,3,3,4,3,2,,,0.9974,1.0026
C12,sub,2,88,77,11,2,2,2,2,,0,0,0.875,0.1429
C12,add,3,860,807,1667,3,3,4,3,1,,,0.9384,1.0657
C12,sub,4,9172,8016,1156,4,4,4,4,,1,1,0.874,0.1442
C12,sub,4,7650,7522,128,4,4,3,4,,1,1,0.9833,0.017
C12,add,3,894,471,1365,3,3,4,3,2,,,0.5268,1.8981
C12,add,3,120,514,634,3,3,3,3,0,,,0.2335,0.2335
C12,sub,2,80,62,18,2,2,2,2,,1,1,0.775,0.2903
C12,add,2,14,77,91,2,2,2,2,1,,,0.1818,0.1818
C12,add,2,45,52,97,2,2,2,2,0,,,0.8654,0.8654
C12,sub,2,85,34,51,2,2,2,2,,0,0,0.4,1.5
C12,add,4,3932,5241,9173,4,4,4,4,1,,,0.7502,0.7502
C12,sub,2,65,30,35,2,2,2,2,,0,0,0.4615,1.1667
C12,add,4,3140,4705,7845,4,4,4,4,0,,,0.6674,0.6674
C12,add,3,197,171,368,3,3,3,3,1,,,0.868,1.152
C12,sub,3,396,170,226,3,3,3,3,,0,0,0.4293,1.3294
C12,sub,4,8070,5794,2276,4,4,4,4,,3,3,0.718,0.3928
C12,sub,4,9649,7321,2328,4,4,4,4,,0,0,0.7587,0.318
C12,sub,2,67,56,11,2,2,2,2,,0,0,0.8358,0.1964
C12,sub,2,81,23,58,2,2,2,2,,1,1,0.284,2.5217
C12,add,3,505,796,1301,3,3,4,3,3,,,0.6344,0.6344
C12,add,2,84,41,125,2,2,3,2,1,,,0.4881,2.0488
C12,sub,3,712,456,256,3,3,3,3,,2,2,0.6404,0.5614
C12,add,2,59,69,128,2,2,3,2,2,,,0.8551,0.8551
C12,add,2,64,42,106,2,2,3,2,1,,,0.6562,1.5238
C12,sub,2,86,17,69,2,2,2,2,,1,1,0.1977,4.0588
C12,sub,3,829,538,291,3,3,3,3,,1,1,0.649,0.5409
C12,add,2,73,53,126,2,2,3,2,1,,,0.726,1.3774
C12,sub,3,709,260,449,3,3,3,3,,1,1,0.3667,1.7269
C12,sub,4,7190,4036,3154,4,4,4,4,,1,1,0.5613,0.7815
C12,sub,3,867,220,647,3,3,3,3,,0,0,0.2537,2.9409
C12,sub,2,91,39,52,2,2,2,2,,1,1,0.4286,1.3333
C12,add,4,6586,3196,9782,4,4,4,4,2,,,0.4853,2.0607
C12,add,4,4467,4911,9378,4,4,4,4,1,,,0.9096,0.9096
C12,sub,4,6126,2810,3316,4,4,4,4,,1,1,0.4587,1.1801
C12,add,2,29,44,73,2,2,2,2,1,,,0.6591,0.6591
C12,add,2,65,44,109,2,2,3,2,1,,,0.6769,1.4773
C12,add,3,137,333,470,3,3,3,3,1,,,0.4114,0.4114
C12,sub,2,98,33,65,2,2,2,2,,0,0,0.3367,1.9697
C12,sub,4,7191,2846,4345,4,4,4,4,,2,2,0.3958,1.5267
C12,add,3,189,505,694,3,3,3,3,1,,,0.3743,0.3743
C12,sub,2,96,56,40,2,2,2,2,,0,0,0.5833,0.7143
C12,sub,4,8519,8488,31,4,4,2,4,,1,1,0.9964,0.0037
C12,add,3,773,767,1540,3,3,4,3,3,,,0.9922,1.0078
C12,sub,4,9715,2080,7635,4,4,4,4,,1,1,0.2141,3.6707
C12,add,3,578,996,1574,3,3,4,3,3,,,0.5803,0.5803
C12,sub,4,8770,5310,3460,4,4,4,4,,0,0,0.6055,0.6516
C12,sub,3,548,294,254,3,3,3,3,,1,1,0.5365,0.8639
C12,add,2,93,69,162,2,2,3,2,2,,,0.7419,1.3478
C12,sub,3,543,420,123,3,3,3,3,,0,0,0.7735,0.2929
C12,sub,4,9451,3851,5600,4,4,4,4,,1,1,0.4075,1.4542
C12,sub,2,62,25,37,2,2,2,2,,1,1,0.4032,1.48
C12,add,3,457,917,1374,3,3,4,3,2,,,0.4984,0.4984
C12,sub,3,610,398,212,3,3,3,3,,2,2,0.6525,0.5327
C12,sub,4,5906,5649,257,4,4,3,4,,2,2,0.9565,0.0455
C12,sub,2,83,39,44,2,2,2,2,,1,1,0.4699,1.1282
C12,add,2,82,10,92,2,2,2,2,0,,,0.122,8.2
C12,add,4,4412,3859,8271,4,4,4,4,2,,,0.8747,1.1433
C12,sub,3,594,478,116,3,3,3,3,,1,1,0.8047,0.2427
C12,add,4,2700,4127,6827,4,4,4,4,0,,,0.6542,0.6542
C12,sub,4,6822,5992,830,4,4,3,4,,2,2,0.8783,0.1385
C12,add,3,245,519,764,3,3,3,3,1,,,0.4721,0.4721
C12,sub,4,5454,2885,2569,4,4,4,4,,3,3,0.529,0.8905
C12,sub,2,86,53,33,2,2,2,2,,0,0,0.6163,0.6226
C12,sub,3,347,223,124,3,3,3,3,,0,0,0.6427,0.5561
C12,add,3,355,403,758,3,3,3,3,0,,,0.8809,0.8809
C12,sub,2,51,24,27,2,2,2,2,,1,1,0.4706,1.125
C12,sub,3,891,734,157,3,3,3,3,,1,1,0.8238,0.2139
C12,sub,2,45,23,22,2,2,2,2,,0,0,0.5111,0.9565
C12,sub,4,6814,5023,1791,4,4,4,4,,1,1,0.7372,0.3566
C12,add,2,76,47,123,2,2,3,2,2,,,0.6184,1.617
C12,sub,2,97,31,66,2,2,2,2,,0,0,0.3196,2.129
C12,add,3,239,335,574,3,3,3,3,1,,,0.7134,0.7134
C12,sub,3,907,425,482,3,3,3,3,,1,1,0.4686,1.1341
C12,sub,2,76,13,63,2,2,2,2,,0,0,0.1711,4.8462
C12,sub,2,50,25,25,2,2,2,2,,1,1,0.5,1.0
C12,add,2,65,92,157,2,2,3,2,1,,,0.7065,0.7065
C12,sub,3,534,502,32,3,3,2,3,,0,0,0.9401,0.0637
C12,sub,3,532,482,50,3,3,2,3,,1,1,0.906,0.1037
C12,add,2,10,39,49,2,2,2,2,0,,,0.2564,0.2564
C12,sub,4,2568,2104,464,4,4,3,4,,0,0,0.8193,0.2205
C12,add,2,80,99,179,2,2,3,2,1,,,0.8081,0.8081
C12,add,3,202,894,1096,3,3,4,3,1,,,0.226,0.226
C12,add,2,83,78,161,2,2,3,2,2,,,0.9398,1.0641
C12,sub,3,475,249,226,3,3,3,3,,1,1,0.5242,0.9076
C12,add,4,1668,6481,8149,4,4,4,4,2,,,0.2574,0.2574
C12,sub,4,8208,7745,463,4,4,3,4,,2,2,0.9436,0.0598
C12,sub,3,418,402,16,3,3,2,3,,0,0,0.9617,0.0398
C12,sub,2,83,64,19,2,2,2,2,,1,1,0.7711,0.2969
C12,sub,4,8210,4299,3911,4,4,4,4,,3,3,0.5236,0.9097
C12,sub,3,716,321,395,3,3,3,3,,1,1,0.4483,1.2305
C12,sub,3,951,704,247,3,3,3,3,,1,1,0.7403,0.3509
C12,sub,4,3326,1232,2094,4,4,4,4,,1,1,0.3704,1.6997
C12,add,2,49,82,131,2,2,3,2,2,,,0.5976,0.5976
C12,sub,2,73,14,59,2,2,2,2,,1,1,0.1918,4.2143
C12,sub,2,24,11,13,2,2,2,2,,0,0,0.4583,1.1818
C12,add,2,71,90,161,2,2,3,2,1,,,0.7889,0.7889
C12,sub,3,561,341,220,3,3,3,3,,0,0,0.6078,0.6452
C12,add,3,272,679,951,3,3,3,3,2,,,0.4006,0.4006
C12,sub,4,9483,2830,6653,4,4,4,4,,1,1,0.2984,2.3509
C12,add,2,75,25,100,2,2,3,2,2,,,0.3333,3.0
C12,sub,2,63,29,34,2,2,2,2,,1,1,0.4603,1.1724
C12,sub,4,2117,1221,896,4,4,3,4,,2,2,0.5768,0.7338
C12,sub,3,958,523,435,3,3,3,3,,0,0,0.5459,0.8317
C12,sub,4,9691,6821,2870,4,4,4,4,,1,1,0.7038,0.4208
C12,add,2,98,13,111,2,2,3,2,2,,,0.1327,7.5385
C12,add,3,673,479,1152,3,3,4,3,3,,,0.7117,1.405
C12,sub,3,596,145,451,3,3,3,3,,0,0,0.2433,3.1103
C12,sub,4,8622,6399,2223,4,4,4,4,,2,2,0.7422,0.3474
C12,sub,2,88,49,39,2,2,2,2,,1,1,0.5568,0.7959
C12,add,3,589,678,1267,3,3,4,3,3,,,0.8687,0.8687
C12,add,2,73,92,165,2,2,3,2,1,,,0.7935,0.7935
C12,sub,3,667,425,242,3,3,3,3,,0,0,0.6372,0.5694
C12,sub,4,7841,1525,6316,4,4,4,4,,1,1,0.1945,4.1416
C12,sub,2,68,10,58,2,2,2,2,,0,0,0.1471,5.8
C12,sub,3,718,149,569,3,3,3,3,,2,2,0.2075,3.8188
C12,sub,2,76,43,33,2,2,2,2,,0,0,0.5658,0.7674
C12,add,3,542,441,983,3,3,3,3,0,,,0.8137,1.229
C12,sub,4,8177,7167,1010,4,4,4,4,,0,0,0.8765,0.1409
C12,sub,2,78,60,18,2,2,2,2,,0,0,0.7692,0.3
C12,add,2,36,10,46,2,2,2,2,0,,,0.2778,3.6
C12,sub,2,51,32,19,2,2,2,2,,1,1,0.6275,0.5938
C12,add,4,5479,2951,8430,4,4,4,4,3,,,0.5386,1.8567
C12,sub,3,985,866,119,3,3,3,3,,1,1,0.8792,0.1374
C12,add,2,82,83,165,2,2,3,2,1,,,0.988,0.988
C12,sub,3,991,146,845,3,3,3,3,,1,1,0.1473,5.7877
C12,sub,2,92,43,49,2,2,2,2,,1,1,0.4674,1.1395
C12,sub,4,7657,3558,4099,4,4,4,4,,2,2,0.4647,1.1521
C12,add,3,460,799,1259,3,3,4,3,2,,,0.5757,0.5757
C12,add,4,4813,4904,9717,4,4,4,4,1,,,0.9814,0.9814
C12,add,4,2952,4473,7425,4,4,4,4,2,,,0.66,0.66
C12,sub,4,5864,4839,1025,4,4,4,4,,1,1,0.8252,0.2118
C12,add,2,89,46,135,2,2,3,2,2,,,0.5169,1.9348
C12,add,3,698,559,1257,3,3,4,3,3,,,0.8009,1.2487
C12,sub,4,4162,3025,1137,4,4,4,4,,1,1,0.7268,0.3759
C12,sub,3,576,364,212,3,3,3,3,,0,0,0.6319,0.5824
C12,add,3,851,501,1352,3,3,4,3,1,,,0.5887,1.6986
C12,add,2,13,88,101,2,2,3,2,2,,,0.1477,0.1477
C12,sub,2,89,13,76,2,2,2,2,,0,0,0.1461,5.8462
C12,add,3,924,264,1188,3,3,4,3,1,,,0.2857,3.5
C12,sub,4,7063,6488,575,4,4,3,4,,3,3,0.9186,0.0886
C12,sub,4,7512,6175,1337,4,4,4,4,,2,2,0.822,0.2165
C12,sub,2,68,13,55,2,2,2,2,,0,0,0.1912,4.2308
C12,sub,4,5071,2185,2886,4,4,4,4,,3,3,0.4309,1.3208
C12,add,2,48,17,65,2,2,2,2,1,,,0.3542,2.8235
C12,add,3,339,281,620,3,3,3,3,2,,,0.8289,1.2064
C12,add,3,572,524,1096,3,3,4,3,1,,,0.9161,1.0916
C12,add,3,955,181,1136,3,3,4,3,2,,,0.1895,5.2762
C12,add,3,966,263,1229,3,3,4,3,2,,,0.2723,3.673
C12,add,2,11,68,79,2,2,2,2,0,,,0.1618,0.1618
C12,add,2,90,23,113,2,2,3,2,1,,,0.2556,3.913
C12,add,3,445,225,670,3,3,3,3,1,,,0.5056,1.9778
C12,sub,4,8577,1444,7133,4,4,4,4,,0,0,0.1684,4.9398
C12,sub,2,55,14,41,2,2,2,2,,0,0,0.2545,2.9286
C12,sub,3,871,581,290,3,3,3,3,,1,1,0.667,0.4991
C12,add,3,517,405,922,3,3,3,3,1,,,0.7834,1.2765
C12,add,3,127,293,420,3,3,3,3,2,,,0.4334,0.4334
C12,add,2,11,22,33,2,2,2,2,0,,,0.5,0.5
C12,sub,3,573,259,314,3,3,3,3,,1,1,0.452,1.2124
C12,add,3,887,391,1278,3,3,4,3,2,,,0.4408,2.2685
C12,sub,2,74,59,15,2,2,2,2,,1,1,0.7973,0.2542
C12,add,2,61,11,72,2,2,2,2,0,,,0.1803,5.5455
C12,sub,3,291,273,18,3,3,2,3,,1,1,0.9381,0.0659
C12,add,2,97,11,108,2,2,3,2,1,,,0.1134,8.8182
C12,add,2,40,92,132,2,2,3,2,1,,,0.4348,0.4348
C12,add,3,597,168,765,3,3,3,3,2,,,0.2814,3.5536
C12,sub,2,77,65,12,2,2,2,2,,0,0,0.8442,0.1846
C12,sub,3,533,414,119,3,3,3,3,,1,1,0.7767,0.2874
C12,sub,3,780,338,442,3,3,3,3,,1,1,0.4333,1.3077
C12,add,3,545,370,915,3,3,3,3,1,,,0.6789,1.473
C12,sub,4,7762,4964,2798,4,4,4,4,,3,3,0.6395,0.5637
C12,sub,2,91,37,54,2,2,2,2,,1,1,0.4066,1.4595
C12,sub,3,726,235,491,3,3,3,3,,1,1,0.3237,2.0894
C12,sub,3,633,613,20,3,3,2,3,,0,0,0.9684,0.0326
C12,add,3,892,186,1078,3,3,4,3,2,,,0.2085,4.7957
C12,sub,4,5294,1616,3678,4,4,4,4,,2,2,0.3053,2.276
C12,sub,2,86,62,24,2,2,2,2,,0,0,0.7209,0.3871
C12,sub,3,834,520,314,3,3,3,3,,0,0,0.6235,0.6038
C12,sub,4,4381,4047,334,4,4,3,4,,1,1,0.9238,0.0825
C12,add,2,79,11,90,2,2,2,2,1,,,0.1392,7.1818
C12,add,3,784,595,1379,3,3,4,3,2,,,0.7589,1.3176
C12,add,4,4758,3340,8098,4,4,4,4,1,,,0.702,1.4246
C12,add,2,44,93,137,2,2,3,2,1,,,0.4731,0.4731
C12,sub,2,66,51,15,2,2,2,2,,0,0,0.7727,0.2941
C12,sub,3,742,123,619,3,3,3,3,,1,1,0.1658,5.0325
C12,sub,2,96,26,70,2,2,2,2,,0,0,0.2708,2.6923
C12,add,2,63,29,92,2,2,2,2,1,,,0.4603,2.1724
C12,add,2,63,63,126,2,2,3,2,1,,,1.0,1.0
C12,sub,4,6768,5010,1758,4,4,4,4,,0,0,0.7402,0.3509
C12,add,2,24,43,67,2,2,2,2,0,,,0.5581,0.5581
C12,sub,2,89,49,40,2,2,2,2,,0,0,0.5506,0.8163
C12,sub,4,2590,1126,1464,4,4,4,4,,1,1,0.4347,1.3002
C12,sub,4,8262,2411,5851,4,4,4,4,,1,1,0.2918,2.4268
C12,sub,3,750,714,36,3,3,2,3,,1,1,0.952,0.0504
C12,add,2,71,76,147,2,2,3,2,1,,,0.9342,0.9342
C12,add,2,75,24,99,2,2,2,2,0,,,0.32,3.125
C12,add,2,66,15,81,2,2,2,2,1,,,0.2273,4.4
C12,sub,4,4740,3917,823,4,4,3,4,,2,2,0.8264,0.2101
C12,add,3,905,272,1177,3,3,4,3,1,,,0.3006,3.3272
C12,sub,3,776,208,568,3,3,3,3,,1,1,0.268,2.7308
C12,sub,3,591,231,360,3,3,3,3,,0,0,0.3909,1.5584
C12,sub,4,5241,4315,926,4,4,3,4,,2,2,0.8233,0.2146
C12,add,2,29,13,42,2,2,2,2,1,,,0.4483,2.2308
C12,sub,4,6876,5826,1050,4,4,4,4,,0,0,0.8473,0.1802
C12,sub,2,49,14,35,2,2,2,2,,0,0,0.2857,2.5
C12,sub,2,60,34,26,2,2,2,2,,1,1,0.5667,0.7647
C12,sub,2,85,46,39,2,2,2,2,,1,1,0.5412,0.8478
C12,add,3,516,129,645,3,3,3,3,1,,,0.25,4.0
C12,sub,4,9981,2655,7326,4,4,4,4,,1,1,0.266,2.7593
C12,add,2,50,63,113,2,2,3,2,1,,,0.7937,0.7937
C12,sub,4,6520,5212,1308,4,4,4,4,,1,1,0.7994,0.251
C12,sub,2,48,37,11,2,2,2,2,,0,0,0.7708,0.2973
C12,add,3,772,842,1614,3,3,4,3,2,,,0.9169,0.9169
C12,sub,2,51,19,32,2,2,2,2,,1,1,0.3725,1.6842
C12,sub,3,716,554,162,3,3,3,3,,1,1,0.7737,0.2924
C12,sub,4,7731,4752,2979,4,4,4,4,,3,3,0.6147,0.6269
C12,add,2,35,13,48,2,2,2,2,0,,,0.3714,2.6923
C12,sub,2,97,15,82,2,2,2,2,,0,0,0.1546,5.4667
C12,sub,2,97,21,76,2,2,2,2,,0,0,0.2165,3.619
C12,sub,4,2758,1071,1687,4,4,4,4,,1,1,0.3883,1.5752
C12,add,2,26,47,73,2,2,2,2,1,,,0.5532,0.5532
C12,add,3,805,553,1358,3,3,4,3,1,,,0.687,1.4557
C12,sub,2,89,20,69,2,2,2,2,,0,0,0.2247,3.45
C12,add,3,689,249,938,3,3,3,3,2,,,0.3614,2.7671
C12,sub,3,556,113,443,3,3,3,3,,0,0,0.2032,3.9204
C12,add,3,161,810,971,3,3,3,3,0,,,0.1988,0.1988
C12,sub,2,38,15,23,2,2,2,2,,0,0,0.3947,1.5333
C12,add,2,51,12,63,2,2,2,2,0,,,0.2353,4.25
C12,add,2,32,94,126,2,2,3,2,1,,,0.3404,0.3404
C12,add,3,883,595,1478,3,3,4,3,2,,,0.6738,1.484
C12,sub,3,725,542,183,3,3,3,3,,1,1,0.7476,0.3376
C12,add,3,554,643,1197,3,3,4,3,1,,,0.8616,0.8616
C12,sub,4,8621,2828,5793,4,4,4,4,,3,3,0.328,2.0484
C12,add,4,2156,2400,4556,4,4,4,4,0,,,0.8983,0.8983
C12,sub,4,8772,1210,7562,4,4,4,4,,0,0,0.1379,6.2496
C12,add,4,2099,1661,3760,4,4,4,4,2,,,0.7913,1.2637
C12,sub,2,93,76,17,2,2,2,2,,1,1,0.8172,0.2237
C12,add,3,906,773,1679,3,3,4,3,1,,,0.8532,1.1721
C12,add,2,63,96,159,2,2,3,2,1,,,0.6562,0.6562
C12,add,3,139,953,1092,3,3,4,3,2,,,0.1459,0.1459
C12,add,2,40,91,131,2,2,3,2,1,,,0.4396,0.4396
C12,add,2,96,24,120,2,2,3,2,2,,,0.25,4.0
C12,sub,3,876,815,61,3,3,2,3,,0,0,0.9304,0.0748
C12,sub,3,947,226,721,3,3,3,3,,0,0,0.2386,3.1903
C12,add,2,47,13,60,2,2,2,2,1,,,0.2766,3.6154
C12,sub,4,8541,7417,1124,4,4,4,4,,1,1,0.8684,0.1515
C12,sub,3,571,284,287,3,3,3,3,,2,2,0.4974,1.0106
C12,sub,4,7931,5443,2488,4,4,4,4,,2,2,0.6863,0.4571
